UO CADASTRADORA,12106,TRF - 5a. Regi�o
UO DEVEDORA,20201,INCRA
2019,03212414820184050000,DANO MORAL EOU MATERIAL  RESPONSABILIDADE CIVIL  CIVIL,73.617
2019,03212345620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,73.065
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03212337120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,273.565
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03212328620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,356.260
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03189507520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,62.435
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03207608520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,66.605
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03189516020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,5.744
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03207581820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,91.725
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03207573320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,76.041
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03207564820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,65.299
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03207547820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,94.925
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03207521120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,245.028
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03207460420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,583.474
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03193413020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,79.829
2019,03193404520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,8.682
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03193396020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,337.757
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03193387520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,56.419
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03132935520184050000,CONCESSAO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,137.756
2019,03207720220184050000,INDENIZACAO POR DANO MORAL  RESPONSABILIDADE CIVIL  DIREITO CIVIL,9.177
2019,02460344320184050000,CONCESSAO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,160.382
2019,03163940320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,46.596
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02937558820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,64.653
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02902708020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,65.939
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02900931920184050000,TEMPO DE SERVICO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,638.889
2019,02879834720184050000,PRESTACAO DE SERVICOS  ESPECIES DE CONTRATO  OBRIGACOES  DIREITO CIVIL,2.209
2019,02879826220184050000,PRESTACAO DE SERVICOS  ESPECIES DE CONTRATO  OBRIGACOES  DIREITO CIVIL,85.382
2019,02575497520184050000,ADICIONAL DE INSALUBRIDADE  SISTEMA REMUNERATORIO E BENEFICIOS,14.706
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02575489020184050000,ADICIONAL DE INSALUBRIDADE  SISTEMA REMUNERATORIO E BENEFICIOS,14.706
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02575470820184050000,ADICIONAL DE INSALUBRIDADE  SISTEMA REMUNERATORIO E BENEFICIOS,14.706
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02575462320184050000,ADICIONAL DE INSALUBRIDADE  SISTEMA REMUNERATORIO E BENEFICIOS,14.706
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02952142820184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,76.564
"",,ADMINISTRATIVO,
2019,02553854020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,66.930
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03020354820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,82.817
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02339553220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,7.409
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02339544720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,22.228
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02293089120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,68.388
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02239322720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,8.286
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02239314220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,24.859
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02239184320184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,126.795
"",,ADMINISTRATIVO,
2019,02239175820184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,65.816
"",,ADMINISTRATIVO,
2019,02025429820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,90.437
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02011580320184050000,ACUMULACAO DE PROVENTOS  SISTEMA REMUNERATORIO E BENEFICIOS,329.528
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03214978820184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,79.394
"",,ADMINISTRATIVO,
2019,03213860720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,81.503
"",,ADMINISTRATIVO,
2019,02553862520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,89.408
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121901320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,340.659
"",,TRABALHO,
2019,03189325420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,82.835
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03122179320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,569.202
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03122005720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,301.610
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121997220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,239.658
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121988720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,436.800
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121970520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,434.333
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121962020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,685.215
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121953520184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,21.017
"",,TRABALHO,
2019,03121945020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,113.553
"",,TRABALHO,
2019,03121936520184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,340.659
"",,TRABALHO,
2019,02937567320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,69.675
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121919520184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,113.553
2019,03162814920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,321.263
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121892820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,446.617
"",,TRABALHO,
2019,03121884320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,928.761
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121875820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,178.580
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121867320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,688.200
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03121840620184050000,RESTABELECIMENTO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,781.538
2019,03118048020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,170.073
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03112747620184050000,DESCONTOS INDEVIDOS  SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR,572.480
"",,PUBLICO CIVIL  ADMINISTRATIVO,
2019,03080035920184050000,PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,231.538
2019,03056426920184050000,INDICE DE 2886% LL 86221993 E 86271993  REAJUSTE DE REMUNERACAO SOLDO,92.686
"",,PROVENTOS OU PENSAO  SERVIDOR PUBLICO MILITAR  ADMINISTRATIVO,
2019,03056418420184050000,INDICE DE 2886% LL 86221993 E 86271993  REAJUSTE DE REMUNERACAO SOLDO,91.129
"",,PROVENTOS OU PENSAO  SERVIDOR PUBLICO MILITAR  ADMINISTRATIVO,
2019,03056400220184050000,INDICE DE 2886% LL 86221993 E 86271993  REAJUSTE DE REMUNERACAO SOLDO,99.447
"",,PROVENTOS OU PENSAO  SERVIDOR PUBLICO MILITAR  ADMINISTRATIVO,
2019,03121928020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,426.649
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03214570920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,115.374
"",,ADMINISTRATIVO,
2019,03214241920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,113.237
"",,ADMINISTRATIVO,
2019,03214683820184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,99.292
"",,ADMINISTRATIVO,
2019,03214675320184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,78.346
"",,ADMINISTRATIVO,
2019,03214666820184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,83.322
"",,ADMINISTRATIVO,
2019,03214658320184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,66.400
"",,ADMINISTRATIVO,
2019,03214649820184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,77.757
"",,ADMINISTRATIVO,
2019,03214631620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,76.823
"",,ADMINISTRATIVO,
2019,03214623120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,81.498
"",,ADMINISTRATIVO,
2019,03214614620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,82.115
"",,ADMINISTRATIVO,
2019,03214606120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,79.079
"",,ADMINISTRATIVO,
2019,03214700820184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,97.529
"",,ADMINISTRATIVO,
2019,03214589120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,75.334
"",,ADMINISTRATIVO,
2019,03214719020184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,117.461
"",,ADMINISTRATIVO,
2019,03214562420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,113.658
"",,ADMINISTRATIVO,
2019,03214553920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,192.808
"",,ADMINISTRATIVO,
2019,03214545420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,71.803
"",,ADMINISTRATIVO,
2019,03214329320184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,92.482
"",,ADMINISTRATIVO,
2019,03214311120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,89.218
"",,ADMINISTRATIVO,
2019,03214302620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,113.393
"",,ADMINISTRATIVO,
2019,03214294120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,139.720
"",,ADMINISTRATIVO,
2019,03214285620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,143.929
"",,ADMINISTRATIVO,
2019,03214277120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,99.377
"",,ADMINISTRATIVO,
2019,03214268620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,87.489
"",,ADMINISTRATIVO,
2019,03214250420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,79.154
"",,ADMINISTRATIVO,
2019,03214597620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,75.137
"",,ADMINISTRATIVO,
2019,03214848920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,4.512
"",,ADMINISTRATIVO,
2019,03214960620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,115.949
"",,ADMINISTRATIVO,
2019,03214952120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,105.811
"",,ADMINISTRATIVO,
2019,03214943620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,106.478
2019,03214935120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,2.256
"",,ADMINISTRATIVO,
2019,03214926620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,2.256
"",,ADMINISTRATIVO,
2019,03214918120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,1.504
"",,ADMINISTRATIVO,
2019,03214909620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,1.504
"",,ADMINISTRATIVO,
2019,03214891420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,1.504
"",,ADMINISTRATIVO,
2019,03185393220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,83.439
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03214874420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,4.512
"",,ADMINISTRATIVO,
2019,03214692320184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,92.928
"",,ADMINISTRATIVO,
2019,03214857420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,4.512
"",,ADMINISTRATIVO,
2019,03214865920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,4.512
"",,ADMINISTRATIVO,
2019,03214830720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,4.512
"",,ADMINISTRATIVO,
2019,03214822220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,4.512
"",,ADMINISTRATIVO,
2019,03214813720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,40.606
"",,ADMINISTRATIVO,
2019,03214805220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,82.346
"",,ADMINISTRATIVO,
2019,03214796720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,62.966
"",,ADMINISTRATIVO,
2019,03214788220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,81.281
"",,ADMINISTRATIVO,
2019,03214779720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,83.262
"",,ADMINISTRATIVO,
2019,03214761520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,112.172
"",,ADMINISTRATIVO,
2019,03214753020184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,83.185
"",,ADMINISTRATIVO,
2019,03214744520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,108.591
"",,ADMINISTRATIVO,
2019,03214727520184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,58.907
"",,TRABALHO,
2019,03213705320184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,125.937
"",,ADMINISTRATIVO,
2019,03213835220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,112.766
"",,ADMINISTRATIVO,
2019,03213973620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,85.333
"",,ADMINISTRATIVO,
2019,03213965120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,81.556
"",,ADMINISTRATIVO,
2019,03213956620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,65.570
"",,ADMINISTRATIVO,
2019,03213948120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,74.507
"",,ADMINISTRATIVO,
2019,03213939620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,107.818
"",,ADMINISTRATIVO,
2019,03213921420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,182.298
"",,ADMINISTRATIVO,
2019,03213912920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,97.991
"",,ADMINISTRATIVO,
2019,03213904420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,72.644
"",,ADMINISTRATIVO,
2019,03213895920184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,102.482
"",,ADMINISTRATIVO,
2019,03213887420184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,76.217
"",,ADMINISTRATIVO,
2019,03213982120184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,84.677
"",,ADMINISTRATIVO,
2019,03213852220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,63.487
"",,ADMINISTRATIVO,
2019,03213809720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,91.009
"",,ADMINISTRATIVO,
2019,03213826720184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,70.568
"",,ADMINISTRATIVO,
2019,03213818220184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,78.870
"",,ADMINISTRATIVO,
2019,03213791520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,77.333
"",,ADMINISTRATIVO,
2019,03213774520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,69.130
"",,ADMINISTRATIVO,
2019,03213766020184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,83.677
"",,ADMINISTRATIVO,
2019,03213757520184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,82.311
UO DEVEDORA,26243,UFRN
2019,03008983120184050000,IRREDUTIBILIDADE DE VENCIMENTOS  SISTEMA REMUNERATORIO E BENEFICIOS,113.604
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02994831320184050000,ADICIONAL DE HORAS EXTRAS  SISTEMA REMUNERATORIO E BENEFICIOS,48.835
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03222487520184050000,ADICIONAL DE HORAS EXTRAS  SISTEMA REMUNERATORIO E BENEFICIOS,78.851
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02981234320184050000,ERRO MEDICO  INDENIZACAO POR DANO MORAL  RESPONSABILIDADE CIVIL,81.319
"",,DIREITO CIVIL,
2019,02971854820184050000,ENQUADRAMENTO  REGIME ESTATUTARIO  SERVIDOR  PUBLICO CIVIL,103.650
"",,ADMINISTRATIVO,
2019,03080079620184050000,REVISAO GERAL ANUAL (MORA DO EXECUTIVO  INCISO X ART 37 CF 1988)  SISTEMA,110.221
"",,REMUNERATORIO E BENEFICIOS  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03195379720184050000,ERRO MEDICO  INDENIZACAO POR DANO MORAL  RESPONSABILIDADE DA,86.753
"",,ADMINISTRACAO  ADMINISTRATIVO,
2019,02348092620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,40.480
"",,ADMINISTRATIVO,
2019,02971846320184050000,ENQUADRAMENTO  REGIME ESTATUTARIO  SERVIDOR  PUBLICO CIVIL,100.800
"",,ADMINISTRATIVO,
2019,03976154220174050000,GRATIFICACAO DE INCENTIVO  SISTEMA REMUNERATORIO E BENEFICIOS,63.464
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,03888221720174050000,ABONO DE PERMANENCIA  SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR,61.816
"",,PUBLICO CIVIL  ADMINISTRATIVO,
2019,03888213220174050000,SUBSIDIOS  SISTEMA REMUNERATORIO E BENEFICIOS  SERVIDOR PUBLICO CIVIL,78.738
"",,ADMINISTRATIVO,
2019,03222496020184050000,ADICIONAL DE HORAS EXTRAS  SISTEMA REMUNERATORIO E BENEFICIOS,140.535
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03195457420184050000,ERRO MEDICO  INDENIZACAO POR DANO MORAL  RESPONSABILIDADE DA,86.753
"",,ADMINISTRACAO  ADMINISTRATIVO,
2019,03195430720184050000,BENEFICIO DE ORDEM  LIQUIDACAOCUMPRIMENTOEXECUCAO  DIREITO,57.614
